;kamera1;kamera2;kamera1_koord;kamera2_koord;distance;duration
45;F1;F46B;47.736861467104, 18.369289524965;47.653403571486, 17.416396700878;90179;3682
46;F1;F46J;47.736861467104, 18.369289524965;47.653506839605, 17.416740354468;90151;3681
47;F1;F47B;47.736861467104, 18.369289524965;47.297160417543, 16.832093255331;152728;5761
48;F1;F47J;47.736861467104, 18.369289524965;47.297002459483, 16.831835285078;152754;5762
49;F1;F48;47.736861467104, 18.369289524965;48.0530521654, 19.0114679159;78321;4631
50;F1;F49;47.736861467104, 18.369289524965;48.1426427598, 19.8152150078;179123;8855
51;F1;F50;47.736861467104, 18.369289524965;48.0690258518, 19.2623480794;101270;5932
52;F1;F51;47.736861467104, 18.369289524965;48.0794121975, 19.3191435939;107399;6394
53;F1;F52;47.736861467104, 18.369289524965;46.7540706013, 21.4327698605;313991;12702
54;F1;F53;47.736861467104, 18.369289524965;46.2648471088, 21.0934356268;333530;12623
55;F1;F54;47.736861467104, 18.369289524965;47.3000376989, 21.5558389074;307948;12519
56;F1;F55;47.736861467104, 18.369289524965;47.3981145129, 19.3601850460;115370;4704
57;F1;F56;47.736861467104, 18.369289524965;47.4059475850, 16.5285647459;176295;7395
58;F1;F57;47.736861467104, 18.369289524965;47.2476159053, 16.4811625856;183599;7116
59;F1;F58;47.736861467104, 18.369289524965;47.348734, 19.120951;94589;3968
60;F1;F59;47.736861467104, 18.369289524965;47.142844, 18.531573;80441;4674
61;F1;Gy1B;47.736861467104, 18.369289524965;47.474802619374, 18.852435494437;66173;2874
62;F1;Gy1J;47.736861467104, 18.369289524965;47.471964836026, 18.858080126141;66701;2892
63;F1;Gy2B;47.736861467104, 18.369289524965;47.612770144674, 18.353556331481;20642;1378
64;F1;Gy2J;47.736861467104, 18.369289524965;47.683114431378, 18.003415637292;46781;2354
65;F1;Gy3B;47.736861467104, 18.369289524965;47.684437713539, 17.835527389107;54375;2451
66;F1;Gy3J;47.736861467104, 18.369289524965;47.6844259551, 17.83587320896;54350;2450
67;F1;Gy4B;47.736861467104, 18.369289524965;47.878391089477, 17.202565947927;113560;4431
68;F1;Gy4J;47.736861467104, 18.369289524965;47.878249198926, 17.20284198652;113534;4430
69;F1;Gy6B;47.736861467104, 18.369289524965;47.602227193286, 19.283884218405;87354;4940
70;F1;Gy6J;47.736861467104, 18.369289524965;47.593511108609, 19.210992980928;81480;4750
71;F1;Gy7B;47.736861467104, 18.369289524965;47.731817779639, 19.96258985111;165548;7416
72;F1;Gy7J;47.736861467104, 18.369289524965;47.732635548066, 19.949321966416;140844;6600
73;F1;Gy8B;47.736861467104, 18.369289524965;47.848589776483, 21.067835868077;232538;9380
74;F1;Gy8J;47.736861467104, 18.369289524965;47.861450724727, 21.043855642447;230233;9307
75;F1;Gy9B;47.736861467104, 18.369289524965;47.902948731815, 21.569037024339;294022;11369
76;F1;Gy9J;47.736861467104, 18.369289524965;47.899315872821, 21.548572633098;276856;10748
77;F1;Gy10B;47.736861467104, 18.369289524965;48.050402819184, 20.851648270691;235240;9484
78;F1;Gy10J;47.736861467104, 18.369289524965;48.048597304585, 20.852645963515;235025;9476
79;F1;Gy11B;47.736861467104, 18.369289524965;47.618814282026, 21.517286368554;278631;10813
80;F1;Gy11J;47.736861467104, 18.369289524965;47.61860051674, 21.517389377156;278656;10813
81;F1;Gy12B;47.736861467104, 18.369289524965;46.28526689547, 20.25356092992;253542;9048
82;F1;Gy13B;47.736861467104, 18.369289524965;47.310577659191, 19.2720015943;106561;4312
83;F1;Gy13J;47.736861467104, 18.369289524965;47.310726596496, 19.271736511801;106536;4312
84;F1;Gy14B;47.736861467104, 18.369289524965;47.018953622415, 19.59270077956;147463;5625
85;F1;Gy14J;47.736861467104, 18.369289524965;47.018760105536, 19.59289269823;147489;5626
86;F1;Gy15B;47.736861467104, 18.369289524965;46.866126652938, 19.645370179317;170793;6444
87;F1;Gy15J;47.736861467104, 18.369289524965;46.866126652938, 19.645370179317;170793;6444
88;F1;Gy16B;47.736861467104, 18.369289524965;46.254056752729, 20.037780560567;241961;8625
89;F1;Gy16J;47.736861467104, 18.369289524965;46.254289780273, 20.037809455218;241935;8624
90;F1;Gy17B;47.736861467104, 18.369289524965;47.354805101314, 18.903312087371;87832;3664
91;F1;Gy17J;47.736861467104, 18.369289524965;47.354584280523, 18.903248756673;87857;3665
92;F1;Gy18B;47.736861467104, 18.369289524965;47.062438439262, 18.883476038175;124091;4763
93;F1;Gy18J;47.736861467104, 18.369289524965;47.062224216813, 18.883576090608;124116;4764
94;F1;Gy19B;47.736861467104, 18.369289524965;46.445983362048, 18.706391141658;199118;7004
95;F1;Gy19J;47.736861467104, 18.369289524965;46.445546354166, 18.706516762083;199167;7006
96;F1;Gy20B;47.736861467104, 18.369289524965;46.063865148399, 18.579774412582;264713;9122
97;F1;Gy20J;47.736861467104, 18.369289524965;46.063700607621, 18.579535592077;264687;9121
98;F1;Gy21B;47.736861467104, 18.369289524965;47.423027828361, 18.886551751725;75087;3253
99;F1;Gy21J;47.736861467104, 18.369289524965;47.343748133722, 18.791711071512;88843;3692
100;F1;Gy22B;47.736861467104, 18.369289524965;47.031256467729, 18.270258885827;138664;5199
101;F1;Gy22J;47.736861467104, 18.369289524965;47.031397673561, 18.270531556193;138638;5198
102;F1;Gy23B;47.736861467104, 18.369289524965;46.810132410668, 17.83695083105;188638;6825
103;F1;Gy23J;47.736861467104, 18.369289524965;46.881273600414, 17.985593118956;167186;6084
104;F1;Gy24B;47.736861467104, 18.369289524965;46.682081838166, 17.370049702348;229228;8108
105;F1;Gy24J;47.736861467104, 18.369289524965;46.685347295949, 17.387656451782;230626;8153
106;F1;Gy25B;47.736861467104, 18.369289524965;46.44171667261, 16.810656899812;281156;9762
107;F1;Gy25J;47.736861467104, 18.369289524965;46.441965611122, 16.811198315858;281106;9760
108;F1;Gy26B;47.736861467104, 18.369289524965;46.908495716101, 18.939777323335;144838;5447
109;F1;Gy26J;47.736861467104, 18.369289524965;46.908565366842, 18.939424208168;144810;5446
110;F1;Gy27J;47.736861467104, 18.369289524965;46.351813245779, 18.886396647804;218895;7679
111;F1;Gy28B;47.736861467104, 18.369289524965;47.246161, 18.649078;114970;4552
112;F1;Gy28J;47.736861467104, 18.369289524965;47.246194, 18.648449;100389;4005
113;F1;Gy29B;47.736861467104, 18.369289524965;47.690797, 17.522883;103241;4137
114;F1;Gy30B;47.736861467104, 18.369289524965;47.615748, 19.346989;92427;5100
115;F1;Gy31B;47.736861467104, 18.369289524965;47.671580, 19.634506;115616;5829
116;F1;Gy31J;47.736861467104, 18.369289524965;47.671580, 19.634506;115616;5829
117;F1;Gy32B;47.736861467104, 18.369289524965;47.361165, 19.219698;104361;4286
118;F1;Gy32J;47.736861467104, 18.369289524965;47.362003, 19.222118;101244;4129
119;F1;Gy33B;47.736861467104, 18.369289524965;47.598917, 19.126993;72529;4402
120;F1;Gy33J;47.736861467104, 18.369289524965;47.588365, 19.143022;77181;4645
121;F1;Gy34B;47.736861467104, 18.369289524965;47.9170992883, 17.1225847247;126774;5096
122;F1;Gy34J;47.736861467104, 18.369289524965;47.9105799674, 17.1336359154;119942;4646
123;F1;Gy35B;47.736861467104, 18.369289524965;46.2165172448, 20.7363822270;298512;11190
124;F1;Gy35J;47.736861467104, 18.369289524965;46.2154648690, 20.7062448209;290178;10297
125;F1;Gy36B;47.736861467104, 18.369289524965;46.5109208466, 16.5523413490;271632;11200
126;F1;Gy36J;47.736861467104, 18.369289524965;46.5110973558, 16.5519989224;306593;10626
127;F1;Gy37B;47.736861467104, 18.369289524965;47.6932, 19.1723;95805;5274
128;F1;Gy37J;47.736861467104, 18.369289524965;47.643, 19.1646;79900;4683
129;F2;F1;47.725765423977, 18.046694497329;47.736861467104, 18.369289524965;25940;1831
130;F2;F2;47.725765423977, 18.046694497329;47.725765423977, 18.046694497329;0;0
131;F2;F3;47.725765423977, 18.046694497329;47.884396938888, 17.241676802774;79122;3325
132;F2;F4;47.725765423977, 18.046694497329;47.934507652422, 19.139606641347;119050;6680
133;F2;F5;47.725765423977, 18.046694497329;48.437441677622, 21.183738300599;348716;11765
134;F2;F6;47.725765423977, 18.046694497329;47.152434273387, 20.196192733715;204797;7223
135;F2;F7;47.725765423977, 18.046694497329;48.343852343168, 22.129595653448;416482;14364
136;F2;F8;47.725765423977, 18.046694497329;46.231269471029, 20.081542735727;262726;9017
137;F2;F9;47.725765423977, 18.046694497329;45.967191886124, 17.524083222114;263307;11141
138;F2;F10;47.725765423977, 18.046694497329;46.437667890627, 16.747927021544;251053;9616
139;F2;F11;47.725765423977, 18.046694497329;46.974156304231, 16.379539316509;180687;7024
140;F2;F12;47.725765423977, 18.046694497329;47.82243068262, 18.98717170425;96826;5624
141;F2;F13;47.725765423977, 18.046694497329;47.683196594979, 18.097306861786;11799;617
142;F2;F14;47.725765423977, 18.046694497329;47.745363022052, 17.647400881226;32466;1493
143;F2;F15;47.725765423977, 18.046694497329;48.031849194332, 19.807710583946;224482;8369
144;F2;F16;47.725765423977, 18.046694497329;48.25793719325, 20.350423487823;305710;12499
145;F2;F17;47.725765423977, 18.046694497329;48.293129223365, 20.448498019056;313413;12646
146;F2;F18;47.725765423977, 18.046694497329;47.60481625158, 20.779148307593;270587;9927
147;F2;F19;47.725765423977, 18.046694497329;47.913879672699, 21.073258954162;297264;10139
148;F2;F20;47.725765423977, 18.046694497329;48.376345640262, 21.633176054916;375784;13493
149;F2;F21;47.725765423977, 18.046694497329;48.066597247215, 21.53206912197;366780;12465
150;F2;F22;47.725765423977, 18.046694497329;48.089160008212, 22.27659217874;403783;13225
151;F2;F23;47.725765423977, 18.046694497329;47.144221988453, 21.675450249618;329400;12878
152;F2;F24;47.725765423977, 18.046694497329;46.167056244213, 20.627359497593;307116;10693
153;F2;F25;47.725765423977, 18.046694497329;46.876397341333, 20.022332770319;206113;7783
154;F2;F26;47.725765423977, 18.046694497329;46.655024556317,21.225962687052;310389;11548
155;F2;F27B;47.725765423977, 18.046694497329;46.379079490009, 20.248264839326;276302;9631
156;F2;F27J;47.725765423977, 18.046694497329;46.378973739396, 20.247963372239;276327;9632
157;F2;F28;47.725765423977, 18.046694497329;47.526258855137, 21.919988317573;374590;13553
158;F2;F29;47.725765423977, 18.046694497329;47.857086975049, 22.637265932974;427612;15161
159;F2;F30;47.725765423977, 18.046694497329;46.803526155586, 18.928004380753;169585;6087
160;F2;F31;47.725765423977, 18.046694497329;46.263345770897, 19.533663359931;255157;9994
161;F2;F32;47.725765423977, 18.046694497329;46.201513590529, 18.820681199919;251763;8422
162;F2;F33;47.725765423977, 18.046694497329;45.971233620929, 18.673734618994;279040;9308
163;F2;F34;47.725765423977, 18.046694497329;45.8784138959, 18.236275560019;315603;10621
164;F2;F35;47.725765423977, 18.046694497329;46.058445164555, 17.448098903741;260901;11095
165;F2;F36;47.725765423977, 18.046694497329;46.702458506694, 16.788524126318;195161;8542
166;F2;F37;47.725765423977, 18.046694497329;47.635056880418, 16.652330516763;122713;4538
167;F2;F38;47.725765423977, 18.046694497329;46.811901582638, 16.565857119342;189985;7590
168;F2;F39;47.725765423977, 18.046694497329;47.288863417887, 16.610039047667;139368;5259
169;F2;F40;47.725765423977, 18.046694497329;47.245496499058, 16.534248410882;143643;5453
170;F2;F41;47.725765423977, 18.046694497329;47.910361887547, 17.251715607309;81396;3449
171;F2;F42;47.725765423977, 18.046694497329;46.195044659138, 20.448144697766;289360;10180
172;F2;F43;47.725765423977, 18.046694497329;46.683815901125, 20.183667378285;237807;8644
173;F2;F45BJ;47.725765423977, 18.046694497329;47.11432337191, 17.848645761646;91986;5117
174;F2;F46B;47.725765423977, 18.046694497329;47.653403571486, 17.416396700878;54328;2181
175;F2;F46J;47.725765423977, 18.046694497329;47.653506839605, 17.416740354468;54300;2180
176;F2;F47B;47.725765423977, 18.046694497329;47.297160417543, 16.832093255331;116877;4260
177;F2;F47J;47.725765423977, 18.046694497329;47.297002459483, 16.831835285078;116904;4261
178;F2;F48;47.725765423977, 18.046694497329;48.0530521654, 19.0114679159;100675;5705
179;F2;F49;47.725765423977, 18.046694497329;48.1426427598, 19.8152150078;237562;9157
180;F2;F50;47.725765423977, 18.046694497329;48.0690258518, 19.2623480794;123624;7006
181;F2;F51;47.725765423977, 18.046694497329;48.0794121975, 19.3191435939;132900;7377
182;F2;F52;47.725765423977, 18.046694497329;46.7540706013, 21.4327698605;327502;12715
183;F2;F53;47.725765423977, 18.046694497329;46.2648471088, 21.0934356268;347041;12636
184;F2;F54;47.725765423977, 18.046694497329;47.3000376989, 21.5558389074;321459;12532
185;F2;F55;47.725765423977, 18.046694497329;47.3981145129, 19.3601850460;128882;4717
186;F2;F56;47.725765423977, 18.046694497329;47.4059475850, 16.5285647459;140444;5894
187;F2;F57;47.725765423977, 18.046694497329;47.2476159053, 16.4811625856;147748;5616
188;F2;F58;47.725765423977, 18.046694497329;47.348734, 19.120951;108101;3981
189;F2;F59;47.725765423977, 18.046694497329;47.142844, 18.531573;86552;4501
190;F2;Gy1B;47.725765423977, 18.046694497329;47.474802619374, 18.852435494437;79684;2886
191;F2;Gy1J;47.725765423977, 18.046694497329;47.471964836026, 18.858080126141;80212;2904
192;F2;Gy2B;47.725765423977, 18.046694497329;47.612770144674, 18.353556331481;34153;1390
193;F2;Gy2J;47.725765423977, 18.046694497329;47.683114431378, 18.003415637292;10694;726
194;F2;Gy3B;47.725765423977, 18.046694497329;47.684437713539, 17.835527389107;18525;950
195;F2;Gy3J;47.725765423977, 18.046694497329;47.6844259551, 17.83587320896;18499;949
196;F2;Gy4B;47.725765423977, 18.046694497329;47.878391089477, 17.202565947927;77709;2930
197;F2;Gy4J;47.725765423977, 18.046694497329;47.878249198926, 17.20284198652;77683;2929
198;F2;Gy6B;47.725765423977, 18.046694497329;47.602227193286, 19.283884218405;122232;5367
199;F2;Gy6J;47.725765423977, 18.046694497329;47.593511108609, 19.210992980928;116358;5177
200;F2;Gy7B;47.725765423977, 18.046694497329;47.731817779639, 19.96258985111;223987;7717
201;F2;Gy7J;47.725765423977, 18.046694497329;47.732635548066, 19.949321966416;199282;6902
202;F2;Gy8B;47.725765423977, 18.046694497329;47.848589776483, 21.067835868077;290976;9681
203;F2;Gy8J;47.725765423977, 18.046694497329;47.861450724727, 21.043855642447;288672;9608
204;F2;Gy9B;47.725765423977, 18.046694497329;47.902948731815, 21.569037024339;352460;11671
205;F2;Gy9J;47.725765423977, 18.046694497329;47.899315872821, 21.548572633098;335295;11050
206;F2;Gy10B;47.725765423977, 18.046694497329;48.050402819184, 20.851648270691;293678;9785
207;F2;Gy10J;47.725765423977, 18.046694497329;48.048597304585, 20.852645963515;293464;9778
208;F2;Gy11B;47.725765423977, 18.046694497329;47.618814282026, 21.517286368554;337070;11114
209;F2;Gy11J;47.725765423977, 18.046694497329;47.61860051674, 21.517389377156;337095;11115
210;F2;Gy12B;47.725765423977, 18.046694497329;46.28526689547, 20.25356092992;267054;9061
211;F2;Gy13B;47.725765423977, 18.046694497329;47.310577659191, 19.2720015943;120073;4325
212;F2;Gy13J;47.725765423977, 18.046694497329;47.310726596496, 19.271736511801;120047;4324
213;F2;Gy14B;47.725765423977, 18.046694497329;47.018953622415, 19.59270077956;160974;5637
214;F2;Gy14J;47.725765423977, 18.046694497329;47.018760105536, 19.59289269823;161000;5638
215;F2;Gy15B;47.725765423977, 18.046694497329;46.866126652938, 19.645370179317;184304;6456
216;F2;Gy15J;47.725765423977, 18.046694497329;46.866126652938, 19.645370179317;184304;6456
217;F2;Gy16B;47.725765423977, 18.046694497329;46.254056752729, 20.037780560567;255473;8637
218;F2;Gy16J;47.725765423977, 18.046694497329;46.254289780273, 20.037809455218;255447;8636
219;F2;Gy17B;47.725765423977, 18.046694497329;47.354805101314, 18.903312087371;101343;3677
220;F2;Gy17J;47.725765423977, 18.046694497329;47.354584280523, 18.903248756673;101368;3678
221;F2;Gy18B;47.725765423977, 18.046694497329;47.062438439262, 18.883476038175;137602;4775
222;F2;Gy18J;47.725765423977, 18.046694497329;47.062224216813, 18.883576090608;137627;4776
223;F2;Gy19B;47.725765423977, 18.046694497329;46.445983362048, 18.706391141658;212629;7017
224;F2;Gy19J;47.725765423977, 18.046694497329;46.445546354166, 18.706516762083;212678;7018
225;F2;Gy20B;47.725765423977, 18.046694497329;46.063865148399, 18.579774412582;278224;9135
226;F2;Gy20J;47.725765423977, 18.046694497329;46.063700607621, 18.579535592077;278198;9134
227;F2;Gy21B;47.725765423977, 18.046694497329;47.423027828361, 18.886551751725;88598;3265
228;F2;Gy21J;47.725765423977, 18.046694497329;47.343748133722, 18.791711071512;102354;3705
229;F2;Gy22B;47.725765423977, 18.046694497329;47.031256467729, 18.270258885827;103029;4668
230;F2;Gy22J;47.725765423977, 18.046694497329;47.031397673561, 18.270531556193;103003;4667
231;F2;Gy23B;47.725765423977, 18.046694497329;46.810132410668, 17.83695083105;153003;6294
232;F2;Gy23J;47.725765423977, 18.046694497329;46.881273600414, 17.985593118956;131551;5553
233;F2;Gy24B;47.725765423977, 18.046694497329;46.682081838166, 17.370049702348;193593;7578
234;F2;Gy24J;47.725765423977, 18.046694497329;46.685347295949, 17.387656451782;194991;7622
235;F2;Gy25B;47.725765423977, 18.046694497329;46.44171667261, 16.810656899812;245521;9231
236;F2;Gy25J;47.725765423977, 18.046694497329;46.441965611122, 16.811198315858;245471;9229
237;F2;Gy26B;47.725765423977, 18.046694497329;46.908495716101, 18.939777323335;158350;5460
238;F2;Gy26J;47.725765423977, 18.046694497329;46.908565366842, 18.939424208168;158322;5459
239;F2;Gy27J;47.725765423977, 18.046694497329;46.351813245779, 18.886396647804;232406;7692
240;F2;Gy28B;47.725765423977, 18.046694497329;47.246161, 18.649078;128481;4564
241;F2;Gy28J;47.725765423977, 18.046694497329;47.246194, 18.648449;113900;4017
242;F2;Gy29B;47.725765423977, 18.046694497329;47.690797, 17.522883;67390;2636
243;F2;Gy30B;47.725765423977, 18.046694497329;47.615748, 19.346989;150866;5402
244;F2;Gy31B;47.725765423977, 18.046694497329;47.671580, 19.634506;174054;6130
245;F2;Gy31J;47.725765423977, 18.046694497329;47.671580, 19.634506;174054;6130
246;F2;Gy32B;47.725765423977, 18.046694497329;47.361165, 19.219698;117873;4298
247;F2;Gy32J;47.725765423977, 18.046694497329;47.362003, 19.222118;114755;4142
248;F2;Gy33B;47.725765423977, 18.046694497329;47.598917, 19.126993;114307;5171
249;F2;Gy33J;47.725765423977, 18.046694497329;47.588365, 19.143022;114069;5153
250;F2;Gy34B;47.725765423977, 18.046694497329;47.9170992883, 17.1225847247;90923;3595
251;F2;Gy34J;47.725765423977, 18.046694497329;47.9105799674, 17.1336359154;84091;3145
252;F2;Gy35B;47.725765423977, 18.046694497329;46.2165172448, 20.7363822270;312023;11203
253;F2;Gy35J;47.725765423977, 18.046694497329;46.2154648690, 20.7062448209;303689;10310
254;F2;Gy36B;47.725765423977, 18.046694497329;46.5109208466, 16.5523413490;235781;9699
255;F2;Gy36J;47.725765423977, 18.046694497329;46.5110973558, 16.5519989224;227728;9630
256;F2;Gy37B;47.725765423977, 18.046694497329;47.6932, 19.1723;137309;6020
257;F2;Gy37J;47.725765423977, 18.046694497329;47.643, 19.1646;121404;5428
258;F3;F1;47.884396938888, 17.241676802774;47.736861467104, 18.369289524965;115743;4833
259;F3;F2;47.884396938888, 17.241676802774;47.725765423977, 18.046694497329;79882;3303
260;F3;F3;47.884396938888, 17.241676802774;47.884396938888, 17.241676802774;0;0
261;F3;F4;47.884396938888, 17.241676802774;47.934507652422, 19.139606641347;228794;9523
262;F3;F5;47.884396938888, 17.241676802774;48.437441677622, 21.183738300599;415928;14044
263;F3;F6;47.884396938888, 17.241676802774;47.152434273387, 20.196192733715;272009;9502
264;F3;F7;47.884396938888, 17.241676802774;48.343852343168, 22.129595653448;483694;16643
265;F3;F8;47.884396938888, 17.241676802774;46.231269471029, 20.081542735727;329938;11296
266;F3;F9;47.884396938888, 17.241676802774;45.967191886124, 17.524083222114;314842;13210
267;F3;F10;47.884396938888, 17.241676802774;46.437667890627, 16.747927021544;202670;9801
268;F3;F11;47.884396938888, 17.241676802774;46.974156304231, 16.379539316509;155329;6452
269;F3;F12;47.884396938888, 17.241676802774;47.82243068262, 18.98717170425;179261;8704
270;F3;F13;47.884396938888, 17.241676802774;47.683196594979, 18.097306861786;81236;3062
271;F3;F14;47.884396938888, 17.241676802774;47.745363022052, 17.647400881226;50427;2594
272;F3;F15;47.884396938888, 17.241676802774;48.031849194332, 19.807710583946;291694;10648
273;F3;F16;47.884396938888, 17.241676802774;48.25793719325, 20.350423487823;344843;13323
274;F3;F17;47.884396938888, 17.241676802774;48.293129223365, 20.448498019056;347494;13547
275;F3;F18;47.884396938888, 17.241676802774;47.60481625158, 20.779148307593;337799;12206
276;F3;F19;47.884396938888, 17.241676802774;47.913879672699, 21.073258954162;364477;12418
277;F3;F20;47.884396938888, 17.241676802774;48.376345640262, 21.633176054916;442996;15772
278;F3;F21;47.884396938888, 17.241676802774;48.066597247215, 21.53206912197;433992;14744
279;F3;F22;47.884396938888, 17.241676802774;48.089160008212, 22.27659217874;470996;15504
280;F3;F23;47.884396938888, 17.241676802774;47.144221988453, 21.675450249618;396612;15157
281;F3;F24;47.884396938888, 17.241676802774;46.167056244213, 20.627359497593;374329;12972
282;F3;F25;47.884396938888, 17.241676802774;46.876397341333, 20.022332770319;273325;10062
283;F3;F26;47.884396938888, 17.241676802774;46.655024556317,21.225962687052;377601;13827
284;F3;F27B;47.884396938888, 17.241676802774;46.379079490009, 20.248264839326;343514;11910
285;F3;F27J;47.884396938888, 17.241676802774;46.378973739396, 20.247963372239;343540;11911
286;F3;F28;47.884396938888, 17.241676802774;47.526258855137, 21.919988317573;441802;15832
287;F3;F29;47.884396938888, 17.241676802774;47.857086975049, 22.637265932974;494824;17440
288;F3;F30;47.884396938888, 17.241676802774;46.803526155586, 18.928004380753;236798;8366
289;F3;F31;47.884396938888, 17.241676802774;46.263345770897, 19.533663359931;322369;12273
290;F3;F32;47.884396938888, 17.241676802774;46.201513590529, 18.820681199919;318975;10701
291;F3;F33;47.884396938888, 17.241676802774;45.971233620929, 18.673734618994;346252;11587
292;F3;F34;47.884396938888, 17.241676802774;45.8784138959, 18.236275560019;382815;12900
293;F3;F35;47.884396938888, 17.241676802774;46.058445164555, 17.448098903741;269770;12594
294;F3;F36;47.884396938888, 17.241676802774;46.702458506694, 16.788524126318;169802;7970
295;F3;F37;47.884396938888, 17.241676802774;47.635056880418, 16.652330516763;97354;3966
296;F3;F38;47.884396938888, 17.241676802774;46.811901582638, 16.565857119342;164626;7019
297;F3;F39;47.884396938888, 17.241676802774;47.288863417887, 16.610039047667;114009;4687
298;F3;F40;47.884396938888, 17.241676802774;47.245496499058, 16.534248410882;118285;4881
299;F3;F41;47.884396938888, 17.241676802774;47.910361887547, 17.251715607309;6811;520
300;F3;F42;47.884396938888, 17.241676802774;46.195044659138, 20.448144697766;356572;12459
301;F3;F43;47.884396938888, 17.241676802774;46.683815901125, 20.183667378285;305019;10923
302;F3;F45BJ;47.884396938888, 17.241676802774;47.11432337191, 17.848645761646;119766;5924
303;F3;F46B;47.884396938888, 17.241676802774;47.653403571486, 17.416396700878;47345;1952
304;F3;F46J;47.884396938888, 17.241676802774;47.653506839605, 17.416740354468;47317;1951
305;F3;F47B;47.884396938888, 17.241676802774;47.297160417543, 16.832093255331;91519;3689
306;F3;F47J;47.884396938888, 17.241676802774;47.297002459483, 16.831835285078;91545;3690
307;F3;F48;47.884396938888, 17.241676802774;48.0530521654, 19.0114679159;183110;8785
308;F3;F49;47.884396938888, 17.241676802774;48.1426427598, 19.8152150078;304774;11436
309;F3;F50;47.884396938888, 17.241676802774;48.0690258518, 19.2623480794;206059;10086
310;F3;F51;47.884396938888, 17.241676802774;48.0794121975, 19.3191435939;215335;10457
311;F3;F52;47.884396938888, 17.241676802774;46.7540706013, 21.4327698605;394714;14994
312;F3;F53;47.884396938888, 17.241676802774;46.2648471088, 21.0934356268;414254;14915
313;F3;F54;47.884396938888, 17.241676802774;47.3000376989, 21.5558389074;388671;14811
314;F3;F55;47.884396938888, 17.241676802774;47.3981145129, 19.3601850460;196094;6996
315;F3;F56;47.884396938888, 17.241676802774;47.4059475850, 16.5285647459;115086;5323
316;F3;F57;47.884396938888, 17.241676802774;47.2476159053, 16.4811625856;122390;5044
317;F3;F58;47.884396938888, 17.241676802774;47.348734, 19.120951;175313;6260
318;F3;F59;47.884396938888, 17.241676802774;47.142844, 18.531573;138087;6569
319;F3;Gy1B;47.884396938888, 17.241676802774;47.474802619374, 18.852435494437;146896;5165
320;F3;Gy1J;47.884396938888, 17.241676802774;47.471964836026, 18.858080126141;147425;5183
321;F3;Gy2B;47.884396938888, 17.241676802774;47.612770144674, 18.353556331481;101366;3669
322;F3;Gy2J;47.884396938888, 17.241676802774;47.683114431378, 18.003415637292;73431;2756
323;F3;Gy3B;47.884396938888, 17.241676802774;47.684437713539, 17.835527389107;69693;2681
324;F3;Gy3J;47.884396938888, 17.241676802774;47.6844259551, 17.83587320896;69667;2680
325;F3;Gy4B;47.884396938888, 17.241676802774;47.878391089477, 17.202565947927;10149;669
326;F3;Gy4J;47.884396938888, 17.241676802774;47.878249198926, 17.20284198652;10123;668
327;F3;Gy6B;47.884396938888, 17.241676802774;47.602227193286, 19.283884218405;189444;7646
328;F3;Gy6J;47.884396938888, 17.241676802774;47.593511108609, 19.210992980928;183570;7456
329;F3;Gy7B;47.884396938888, 17.241676802774;47.731817779639, 19.96258985111;291199;9996
330;F3;Gy7J;47.884396938888, 17.241676802774;47.732635548066, 19.949321966416;266495;9181
331;F3;Gy8B;47.884396938888, 17.241676802774;47.848589776483, 21.067835868077;358188;11960
332;F3;Gy8J;47.884396938888, 17.241676802774;47.861450724727, 21.043855642447;355884;11887
333;F3;Gy9B;47.884396938888, 17.241676802774;47.902948731815, 21.569037024339;419673;13950
334;F3;Gy9J;47.884396938888, 17.241676802774;47.899315872821, 21.548572633098;402507;13329
335;F3;Gy10B;47.884396938888, 17.241676802774;48.050402819184, 20.851648270691;360890;12064
336;F3;Gy10J;47.884396938888, 17.241676802774;48.048597304585, 20.852645963515;360676;12056
337;F3;Gy11B;47.884396938888, 17.241676802774;47.618814282026, 21.517286368554;404282;13393
338;F3;Gy11J;47.884396938888, 17.241676802774;47.61860051674, 21.517389377156;404307;13394
339;F3;Gy12B;47.884396938888, 17.241676802774;46.28526689547, 20.25356092992;334266;11339
340;F3;Gy13B;47.884396938888, 17.241676802774;47.310577659191, 19.2720015943;187285;6604
341;F3;Gy13J;47.884396938888, 17.241676802774;47.310726596496, 19.271736511801;187259;6603
342;F3;Gy14B;47.884396938888, 17.241676802774;47.018953622415, 19.59270077956;228186;7916
343;F3;Gy14J;47.884396938888, 17.241676802774;47.018760105536, 19.59289269823;228212;7917
344;F3;Gy15B;47.884396938888, 17.241676802774;46.866126652938, 19.645370179317;251516;8735
345;F3;Gy15J;47.884396938888, 17.241676802774;46.866126652938, 19.645370179317;251516;8735
346;F3;Gy16B;47.884396938888, 17.241676802774;46.254056752729, 20.037780560567;322685;10916
347;F3;Gy16J;47.884396938888, 17.241676802774;46.254289780273, 20.037809455218;322659;10915
348;F3;Gy17B;47.884396938888, 17.241676802774;47.354805101314, 18.903312087371;168555;5956
349;F3;Gy17J;47.884396938888, 17.241676802774;47.354584280523, 18.903248756673;168580;5957
350;F3;Gy18B;47.884396938888, 17.241676802774;47.062438439262, 18.883476038175;204814;7054
351;F3;Gy18J;47.884396938888, 17.241676802774;47.062224216813, 18.883576090608;204839;7055
352;F3;Gy19B;47.884396938888, 17.241676802774;46.445983362048, 18.706391141658;279841;9295
