kamera1;kamera2;kamera1_koord;kamera2_koord
Gy1J;F4;47.471964836026, 18.858080126141;47.934507652422, 19.139606641347
Gy1J;F41;47.471964836026, 18.858080126141;47.910361887547, 17.251715607309
Gy1J;F43;47.471964836026, 18.858080126141;46.683815901125, 20.183667378285
Gy1J;F45BJ;47.471964836026, 18.858080126141;47.11432337191, 17.848645761646
Gy1J;F46B;47.471964836026, 18.858080126141;47.653403571486, 17.416396700878
Gy1J;F46J;47.471964836026, 18.858080126141;47.653506839605, 17.416740354468
Gy1J;F47B;47.471964836026, 18.858080126141;47.297160417543, 16.832093255331
Gy1J;F47J;47.471964836026, 18.858080126141;47.297002459483, 16.831835285078
Gy1J;F48;47.471964836026, 18.858080126141;48.0530521654, 19.0114679159
Gy1J;F49;47.471964836026, 18.858080126141;48.1426427598, 19.8152150078
Gy1J;F54;47.471964836026, 18.858080126141;47.3000376989, 21.5558389074
Gy1J;F55;47.471964836026, 18.858080126141;47.3981145129, 19.3601850460
Gy1J;F56;47.471964836026, 18.858080126141;47.4059475850, 16.5285647459
Gy1J;F58;47.471964836026, 18.858080126141;47.348734, 19.120951
Gy1J;F59;47.471964836026, 18.858080126141;47.142844, 18.531573
Gy1J;F6;47.471964836026, 18.858080126141;47.152434273387, 20.196192733715
Gy1J;F9;47.471964836026, 18.858080126141;45.967191886124, 17.524083222114
Gy1J;Gy10B;47.471964836026, 18.858080126141;48.050402819184, 20.851648270691
Gy1J;Gy10J;47.471964836026, 18.858080126141;48.048597304585, 20.852645963515
Gy1J;Gy11B;47.471964836026, 18.858080126141;47.618814282026, 21.517286368554
Gy1J;Gy12B;47.471964836026, 18.858080126141;46.28526689547, 20.25356092992
Gy1J;Gy13B;47.471964836026, 18.858080126141;47.310577659191, 19.2720015943
Gy1J;Gy13J;47.471964836026, 18.858080126141;47.310726596496, 19.271736511801
Gy1J;Gy14B;47.471964836026, 18.858080126141;47.018953622415, 19.59270077956
Gy1J;Gy14J;47.471964836026, 18.858080126141;47.018760105536, 19.59289269823
Gy1J;Gy15B;47.471964836026, 18.858080126141;46.866126652938, 19.645370179317
Gy1J;Gy15J;47.471964836026, 18.858080126141;46.866126652938, 19.645370179317
Gy1J;Gy17B;47.471964836026, 18.858080126141;47.354805101314, 18.903312087371
Gy1J;Gy17J;47.471964836026, 18.858080126141;47.354584280523, 18.903248756673
Gy1J;Gy18B;47.471964836026, 18.858080126141;47.062438439262, 18.883476038175
Gy1J;Gy18J;47.471964836026, 18.858080126141;47.062224216813, 18.883576090608
Gy1J;Gy19B;47.471964836026, 18.858080126141;46.445983362048, 18.706391141658
Gy1J;Gy19J;47.471964836026, 18.858080126141;46.445546354166, 18.706516762083
Gy1J;Gy1B;47.471964836026, 18.858080126141;47.474802619374, 18.852435494437
Gy1J;Gy1J;47.471964836026, 18.858080126141;47.471964836026, 18.858080126141
Gy1J;Gy20B;47.471964836026, 18.858080126141;46.063865148399, 18.579774412582
Gy1J;Gy20J;47.471964836026, 18.858080126141;46.063700607621, 18.579535592077
Gy1J;Gy21B;47.471964836026, 18.858080126141;47.423027828361, 18.886551751725
Gy1J;Gy21J;47.471964836026, 18.858080126141;47.343748133722, 18.791711071512
Gy1J;Gy22B;47.471964836026, 18.858080126141;47.031256467729, 18.270258885827
Gy1J;Gy22J;47.471964836026, 18.858080126141;47.031397673561, 18.270531556193
Gy1J;Gy23B;47.471964836026, 18.858080126141;46.810132410668, 17.83695083105
Gy1J;Gy23J;47.471964836026, 18.858080126141;46.881273600414, 17.985593118956
Gy1J;Gy24B;47.471964836026, 18.858080126141;46.682081838166, 17.370049702348
Gy1J;Gy26B;47.471964836026, 18.858080126141;46.908495716101, 18.939777323335
Gy1J;Gy26J;47.471964836026, 18.858080126141;46.908565366842, 18.939424208168
Gy1J;Gy27J;47.471964836026, 18.858080126141;46.351813245779, 18.886396647804
Gy1J;Gy28B;47.471964836026, 18.858080126141;47.246161, 18.649078
Gy1J;Gy28J;47.471964836026, 18.858080126141;47.246194, 18.648449
Gy1J;Gy29B;47.471964836026, 18.858080126141;47.690797, 17.522883
Gy1J;Gy2B;47.471964836026, 18.858080126141;47.612770144674, 18.353556331481
Gy1J;Gy2J;47.471964836026, 18.858080126141;47.683114431378, 18.003415637292
Gy1J;Gy30B;47.471964836026, 18.858080126141;47.615748, 19.346989
Gy1J;Gy31B;47.471964836026, 18.858080126141;47.671580, 19.634506
Gy1J;Gy31J;47.471964836026, 18.858080126141;47.671580, 19.634506
Gy1J;Gy32B;47.471964836026, 18.858080126141;47.361165, 19.219698
Gy1J;Gy32J;47.471964836026, 18.858080126141;47.362003, 19.222118
Gy1J;Gy34B;47.471964836026, 18.858080126141;47.9170992883, 17.1225847247
Gy1J;Gy34J;47.471964836026, 18.858080126141;47.9105799674, 17.1336359154
Gy1J;Gy35J;47.471964836026, 18.858080126141;46.2154648690, 20.7062448209
Gy1J;Gy37J;47.471964836026, 18.858080126141;47.643, 19.1646
Gy1J;Gy3B;47.471964836026, 18.858080126141;47.684437713539, 17.835527389107
Gy1J;Gy3J;47.471964836026, 18.858080126141;47.6844259551, 17.83587320896
Gy1J;Gy4B;47.471964836026, 18.858080126141;47.878391089477, 17.202565947927
Gy1J;Gy6B;47.471964836026, 18.858080126141;47.602227193286, 19.283884218405
Gy1J;Gy6J;47.471964836026, 18.858080126141;47.593511108609, 19.210992980928
Gy1J;Gy7J;47.471964836026, 18.858080126141;47.732635548066, 19.949321966416
Gy1J;Gy8J;47.471964836026, 18.858080126141;47.861450724727, 21.043855642447
Gy1J;Gy9B;47.471964836026, 18.858080126141;47.902948731815, 21.569037024339
Gy20B;F13;46.063865148399, 18.579774412582;47.683196594979, 18.097306861786
Gy20B;F14;46.063865148399, 18.579774412582;47.745363022052, 17.647400881226
Gy20B;F25;46.063865148399, 18.579774412582;46.876397341333, 20.022332770319
Gy20B;F27B;46.063865148399, 18.579774412582;46.379079490009, 20.248264839326
Gy20B;F3;46.063865148399, 18.579774412582;47.884396938888, 17.241676802774
Gy20B;F30;46.063865148399, 18.579774412582;46.803526155586, 18.928004380753
Gy20B;F31;46.063865148399, 18.579774412582;46.263345770897, 19.533663359931
Gy20B;F32;46.063865148399, 18.579774412582;46.201513590529, 18.820681199919
Gy20B;F33;46.063865148399, 18.579774412582;45.971233620929, 18.673734618994
Gy20B;F34;46.063865148399, 18.579774412582;45.8784138959, 18.236275560019
Gy20B;F35;46.063865148399, 18.579774412582;46.058445164555, 17.448098903741
Gy20B;F36;46.063865148399, 18.579774412582;46.702458506694, 16.788524126318
Gy20B;F37;46.063865148399, 18.579774412582;47.635056880418, 16.652330516763
Gy20B;F4;46.063865148399, 18.579774412582;47.934507652422, 19.139606641347
Gy20B;F42;46.063865148399, 18.579774412582;46.195044659138, 20.448144697766
Gy20B;F43;46.063865148399, 18.579774412582;46.683815901125, 20.183667378285
Gy20B;F45BJ;46.063865148399, 18.579774412582;47.11432337191, 17.848645761646
Gy20B;F46J;46.063865148399, 18.579774412582;47.653506839605, 17.416740354468
Gy20B;F58;46.063865148399, 18.579774412582;47.348734, 19.120951
Gy20B;F59;46.063865148399, 18.579774412582;47.142844, 18.531573
Gy20B;F6;46.063865148399, 18.579774412582;47.152434273387, 20.196192733715
Gy20B;F8;46.063865148399, 18.579774412582;46.231269471029, 20.081542735727
Gy20B;F9;46.063865148399, 18.579774412582;45.967191886124, 17.524083222114
Gy20B;Gy10B;46.063865148399, 18.579774412582;48.050402819184, 20.851648270691
Gy20B;Gy12B;46.063865148399, 18.579774412582;46.28526689547, 20.25356092992
Gy20B;Gy14B;46.063865148399, 18.579774412582;47.018953622415, 19.59270077956
Gy20B;Gy15B;46.063865148399, 18.579774412582;46.866126652938, 19.645370179317
Gy20B;Gy16B;46.063865148399, 18.579774412582;46.254056752729, 20.037780560567
Gy20B;Gy16J;46.063865148399, 18.579774412582;46.254289780273, 20.037809455218
Gy20B;Gy17B;46.063865148399, 18.579774412582;47.354805101314, 18.903312087371
Gy20B;Gy17J;46.063865148399, 18.579774412582;47.354584280523, 18.903248756673
Gy20B;Gy18B;46.063865148399, 18.579774412582;47.062438439262, 18.883476038175
Gy20B;Gy18J;46.063865148399, 18.579774412582;47.062224216813, 18.883576090608
Gy20B;Gy19B;46.063865148399, 18.579774412582;46.445983362048, 18.706391141658
Gy20B;Gy19J;46.063865148399, 18.579774412582;46.445546354166, 18.706516762083
Gy20B;Gy1J;46.063865148399, 18.579774412582;47.471964836026, 18.858080126141
Gy20B;Gy20B;46.063865148399, 18.579774412582;46.063865148399, 18.579774412582
Gy20B;Gy20J;46.063865148399, 18.579774412582;46.063700607621, 18.579535592077
Gy20B;Gy21J;46.063865148399, 18.579774412582;47.343748133722, 18.791711071512
Gy20B;Gy22B;46.063865148399, 18.579774412582;47.031256467729, 18.270258885827
Gy20B;Gy22J;46.063865148399, 18.579774412582;47.031397673561, 18.270531556193
Gy20B;Gy23B;46.063865148399, 18.579774412582;46.810132410668, 17.83695083105
Gy20B;Gy23J;46.063865148399, 18.579774412582;46.881273600414, 17.985593118956
Gy20B;Gy24J;46.063865148399, 18.579774412582;46.685347295949, 17.387656451782
Gy20B;Gy25B;46.063865148399, 18.579774412582;46.44171667261, 16.810656899812
Gy20B;Gy25J;46.063865148399, 18.579774412582;46.441965611122, 16.811198315858
Gy20B;Gy26B;46.063865148399, 18.579774412582;46.908495716101, 18.939777323335
Gy20B;Gy26J;46.063865148399, 18.579774412582;46.908565366842, 18.939424208168
Gy20B;Gy27J;46.063865148399, 18.579774412582;46.351813245779, 18.886396647804
Gy20B;Gy28B;46.063865148399, 18.579774412582;47.246161, 18.649078
Gy20B;Gy29B;46.063865148399, 18.579774412582;47.690797, 17.522883
Gy20B;Gy2B;46.063865148399, 18.579774412582;47.612770144674, 18.353556331481
Gy20B;Gy2J;46.063865148399, 18.579774412582;47.683114431378, 18.003415637292
Gy20B;Gy34B;46.063865148399, 18.579774412582;47.9170992883, 17.1225847247
Gy20B;Gy34J;46.063865148399, 18.579774412582;47.9105799674, 17.1336359154
Gy20B;Gy3B;46.063865148399, 18.579774412582;47.684437713539, 17.835527389107
Gy20B;Gy3J;46.063865148399, 18.579774412582;47.6844259551, 17.83587320896
Gy20B;Gy4B;46.063865148399, 18.579774412582;47.878391089477, 17.202565947927
Gy20J;F10;46.063700607621, 18.579535592077;46.437667890627, 16.747927021544
Gy20J;F11;46.063700607621, 18.579535592077;46.974156304231, 16.379539316509
Gy20J;F13;46.063700607621, 18.579535592077;47.683196594979, 18.097306861786
Gy20J;F14;46.063700607621, 18.579535592077;47.745363022052, 17.647400881226
Gy20J;F27B;46.063700607621, 18.579535592077;46.379079490009, 20.248264839326
Gy20J;F3;46.063700607621, 18.579535592077;47.884396938888, 17.241676802774
Gy20J;F30;46.063700607621, 18.579535592077;46.803526155586, 18.928004380753
Gy20J;F32;46.063700607621, 18.579535592077;46.201513590529, 18.820681199919
Gy20J;F33;46.063700607621, 18.579535592077;45.971233620929, 18.673734618994
Gy20J;F34;46.063700607621, 18.579535592077;45.8784138959, 18.236275560019
Gy20J;F35;46.063700607621, 18.579535592077;46.058445164555, 17.448098903741
Gy20J;F36;46.063700607621, 18.579535592077;46.702458506694, 16.788524126318
Gy20J;F38;46.063700607621, 18.579535592077;46.811901582638, 16.565857119342
Gy20J;F39;46.063700607621, 18.579535592077;47.288863417887, 16.610039047667
Gy20J;F42;46.063700607621, 18.579535592077;46.195044659138, 20.448144697766
Gy20J;F45BJ;46.063700607621, 18.579535592077;47.11432337191, 17.848645761646
Gy20J;F46B;46.063700607621, 18.579535592077;47.653403571486, 17.416396700878
Gy20J;F46J;46.063700607621, 18.579535592077;47.653506839605, 17.416740354468
Gy20J;F47B;46.063700607621, 18.579535592077;47.297160417543, 16.832093255331
Gy20J;F47J;46.063700607621, 18.579535592077;47.297002459483, 16.831835285078
Gy20J;F55;46.063700607621, 18.579535592077;47.3981145129, 19.3601850460
Gy20J;F56;46.063700607621, 18.579535592077;47.4059475850, 16.5285647459
Gy20J;F57;46.063700607621, 18.579535592077;47.2476159053, 16.4811625856
Gy20J;F59;46.063700607621, 18.579535592077;47.142844, 18.531573
Gy20J;F6;46.063700607621, 18.579535592077;47.152434273387, 20.196192733715
Gy20J;F9;46.063700607621, 18.579535592077;45.967191886124, 17.524083222114
Gy20J;Gy11J;46.063700607621, 18.579535592077;47.61860051674, 21.517389377156
Gy20J;Gy15J;46.063700607621, 18.579535592077;46.866126652938, 19.645370179317
Gy20J;Gy16B;46.063700607621, 18.579535592077;46.254056752729, 20.037780560567
Gy20J;Gy17B;46.063700607621, 18.579535592077;47.354805101314, 18.903312087371
Gy20J;Gy18B;46.063700607621, 18.579535592077;47.062438439262, 18.883476038175
Gy20J;Gy18J;46.063700607621, 18.579535592077;47.062224216813, 18.883576090608
Gy20J;Gy19B;46.063700607621, 18.579535592077;46.445983362048, 18.706391141658
Gy20J;Gy19J;46.063700607621, 18.579535592077;46.445546354166, 18.706516762083
Gy20J;Gy1B;46.063700607621, 18.579535592077;47.474802619374, 18.852435494437
Gy20J;Gy20B;46.063700607621, 18.579535592077;46.063865148399, 18.579774412582
Gy20J;Gy20J;46.063700607621, 18.579535592077;46.063700607621, 18.579535592077
Gy20J;Gy21B;46.063700607621, 18.579535592077;47.423027828361, 18.886551751725
Gy20J;Gy22B;46.063700607621, 18.579535592077;47.031256467729, 18.270258885827
Gy20J;Gy22J;46.063700607621, 18.579535592077;47.031397673561, 18.270531556193
Gy20J;Gy23B;46.063700607621, 18.579535592077;46.810132410668, 17.83695083105
Gy20J;Gy23J;46.063700607621, 18.579535592077;46.881273600414, 17.985593118956
Gy20J;Gy24B;46.063700607621, 18.579535592077;46.682081838166, 17.370049702348
Gy20J;Gy24J;46.063700607621, 18.579535592077;46.685347295949, 17.387656451782
Gy20J;Gy25B;46.063700607621, 18.579535592077;46.44171667261, 16.810656899812
Gy20J;Gy25J;46.063700607621, 18.579535592077;46.441965611122, 16.811198315858
Gy20J;Gy26B;46.063700607621, 18.579535592077;46.908495716101, 18.939777323335
Gy20J;Gy26J;46.063700607621, 18.579535592077;46.908565366842, 18.939424208168
Gy20J;Gy27J;46.063700607621, 18.579535592077;46.351813245779, 18.886396647804
Gy20J;Gy28B;46.063700607621, 18.579535592077;47.246161, 18.649078
Gy20J;Gy28J;46.063700607621, 18.579535592077;47.246194, 18.648449
Gy20J;Gy29B;46.063700607621, 18.579535592077;47.690797, 17.522883
Gy20J;Gy2B;46.063700607621, 18.579535592077;47.612770144674, 18.353556331481
Gy20J;Gy2J;46.063700607621, 18.579535592077;47.683114431378, 18.003415637292
Gy20J;Gy31B;46.063700607621, 18.579535592077;47.671580, 19.634506
Gy20J;Gy32B;46.063700607621, 18.579535592077;47.361165, 19.219698
Gy20J;Gy32J;46.063700607621, 18.579535592077;47.362003, 19.222118
Gy20J;Gy34J;46.063700607621, 18.579535592077;47.9105799674, 17.1336359154
Gy20J;Gy36B;46.063700607621, 18.579535592077;46.5109208466, 16.5523413490
Gy20J;Gy36J;46.063700607621, 18.579535592077;46.5110973558, 16.5519989224
Gy20J;Gy3B;46.063700607621, 18.579535592077;47.684437713539, 17.835527389107
Gy20J;Gy4B;46.063700607621, 18.579535592077;47.878391089477, 17.202565947927
Gy20J;Gy7J;46.063700607621, 18.579535592077;47.732635548066, 19.949321966416
Gy21B;F1;47.423027828361, 18.886551751725;47.736861467104, 18.369289524965
Gy21B;F12;47.423027828361, 18.886551751725;47.82243068262, 18.98717170425
Gy21B;F13;47.423027828361, 18.886551751725;47.683196594979, 18.097306861786
Gy21B;F14;47.423027828361, 18.886551751725;47.745363022052, 17.647400881226
Gy21B;F15;47.423027828361, 18.886551751725;48.031849194332, 19.807710583946
Gy21B;F16;47.423027828361, 18.886551751725;48.25793719325, 20.350423487823
Gy21B;F18;47.423027828361, 18.886551751725;47.60481625158, 20.779148307593
Gy21B;F19;47.423027828361, 18.886551751725;47.913879672699, 21.073258954162
Gy21B;F2;47.423027828361, 18.886551751725;47.725765423977, 18.046694497329
Gy21B;F21;47.423027828361, 18.886551751725;48.066597247215, 21.53206912197
Gy21B;F22;47.423027828361, 18.886551751725;48.089160008212, 22.27659217874
Gy21B;F23;47.423027828361, 18.886551751725;47.144221988453, 21.675450249618
Gy21B;F25;47.423027828361, 18.886551751725;46.876397341333, 20.022332770319
Gy21B;F26;47.423027828361, 18.886551751725;46.655024556317,21.225962687052
Gy21B;F27B;47.423027828361, 18.886551751725;46.379079490009, 20.248264839326
Gy21B;F27J;47.423027828361, 18.886551751725;46.378973739396, 20.247963372239
Gy21B;F28;47.423027828361, 18.886551751725;47.526258855137, 21.919988317573
Gy21B;F29;47.423027828361, 18.886551751725;47.857086975049, 22.637265932974
Gy21B;F30;47.423027828361, 18.886551751725;46.803526155586, 18.928004380753
Gy21B;F31;47.423027828361, 18.886551751725;46.263345770897, 19.533663359931
Gy21B;F32;47.423027828361, 18.886551751725;46.201513590529, 18.820681199919
Gy21B;F4;47.423027828361, 18.886551751725;47.934507652422, 19.139606641347
Gy21B;F43;47.423027828361, 18.886551751725;46.683815901125, 20.183667378285
Gy21B;F45BJ;47.423027828361, 18.886551751725;47.11432337191, 17.848645761646
Gy21B;F46J;47.423027828361, 18.886551751725;47.653506839605, 17.416740354468
Gy21B;F47B;47.423027828361, 18.886551751725;47.297160417543, 16.832093255331
Gy21B;F48;47.423027828361, 18.886551751725;48.0530521654, 19.0114679159
Gy21B;F49;47.423027828361, 18.886551751725;48.1426427598, 19.8152150078
Gy21B;F52;47.423027828361, 18.886551751725;46.7540706013, 21.4327698605
Gy21B;F54;47.423027828361, 18.886551751725;47.3000376989, 21.5558389074
Gy21B;F55;47.423027828361, 18.886551751725;47.3981145129, 19.3601850460
Gy21B;F58;47.423027828361, 18.886551751725;47.348734, 19.120951
Gy21B;F59;47.423027828361, 18.886551751725;47.142844, 18.531573
Gy21B;F6;47.423027828361, 18.886551751725;47.152434273387, 20.196192733715
Gy21B;F7;47.423027828361, 18.886551751725;48.343852343168, 22.129595653448
Gy21B;F9;47.423027828361, 18.886551751725;45.967191886124, 17.524083222114
Gy21B;Gy10B;47.423027828361, 18.886551751725;48.050402819184, 20.851648270691
Gy21B;Gy10J;47.423027828361, 18.886551751725;48.048597304585, 20.852645963515
Gy21B;Gy11B;47.423027828361, 18.886551751725;47.618814282026, 21.517286368554
Gy21B;Gy11J;47.423027828361, 18.886551751725;47.61860051674, 21.517389377156
Gy21B;Gy12B;47.423027828361, 18.886551751725;46.28526689547, 20.25356092992
Gy21B;Gy13B;47.423027828361, 18.886551751725;47.310577659191, 19.2720015943
Gy21B;Gy13J;47.423027828361, 18.886551751725;47.310726596496, 19.271736511801
Gy21B;Gy14B;47.423027828361, 18.886551751725;47.018953622415, 19.59270077956
Gy21B;Gy14J;47.423027828361, 18.886551751725;47.018760105536, 19.59289269823
Gy21B;Gy15B;47.423027828361, 18.886551751725;46.866126652938, 19.645370179317
Gy21B;Gy15J;47.423027828361, 18.886551751725;46.866126652938, 19.645370179317
Gy21B;Gy16B;47.423027828361, 18.886551751725;46.254056752729, 20.037780560567
Gy21B;Gy16J;47.423027828361, 18.886551751725;46.254289780273, 20.037809455218
Gy21B;Gy17B;47.423027828361, 18.886551751725;47.354805101314, 18.903312087371
Gy21B;Gy17J;47.423027828361, 18.886551751725;47.354584280523, 18.903248756673
Gy21B;Gy18B;47.423027828361, 18.886551751725;47.062438439262, 18.883476038175
Gy21B;Gy18J;47.423027828361, 18.886551751725;47.062224216813, 18.883576090608
Gy21B;Gy19B;47.423027828361, 18.886551751725;46.445983362048, 18.706391141658
Gy21B;Gy19J;47.423027828361, 18.886551751725;46.445546354166, 18.706516762083
Gy21B;Gy1B;47.423027828361, 18.886551751725;47.474802619374, 18.852435494437
Gy21B;Gy1J;47.423027828361, 18.886551751725;47.471964836026, 18.858080126141
Gy21B;Gy21B;47.423027828361, 18.886551751725;47.423027828361, 18.886551751725
Gy21B;Gy21J;47.423027828361, 18.886551751725;47.343748133722, 18.791711071512
Gy21B;Gy22B;47.423027828361, 18.886551751725;47.031256467729, 18.270258885827
Gy21B;Gy22J;47.423027828361, 18.886551751725;47.031397673561, 18.270531556193
Gy21B;Gy23B;47.423027828361, 18.886551751725;46.810132410668, 17.83695083105
Gy21B;Gy23J;47.423027828361, 18.886551751725;46.881273600414, 17.985593118956
Gy21B;Gy24B;47.423027828361, 18.886551751725;46.682081838166, 17.370049702348
Gy21B;Gy24J;47.423027828361, 18.886551751725;46.685347295949, 17.387656451782
