kamera1;kamera2;kamera1_koord;kamera2_koord
Gy25B;F57;46.44171667261, 16.810656899812;47.2476159053, 16.4811625856
Gy25B;F59;46.44171667261, 16.810656899812;47.142844, 18.531573
Gy25B;F9;46.44171667261, 16.810656899812;45.967191886124, 17.524083222114
Gy25B;Gy11J;46.44171667261, 16.810656899812;47.61860051674, 21.517389377156
Gy25B;Gy12B;46.44171667261, 16.810656899812;46.28526689547, 20.25356092992
Gy25B;Gy14J;46.44171667261, 16.810656899812;47.018760105536, 19.59289269823
Gy25B;Gy15B;46.44171667261, 16.810656899812;46.866126652938, 19.645370179317
Gy25B;Gy15J;46.44171667261, 16.810656899812;46.866126652938, 19.645370179317
Gy25B;Gy16B;46.44171667261, 16.810656899812;46.254056752729, 20.037780560567
Gy25B;Gy17B;46.44171667261, 16.810656899812;47.354805101314, 18.903312087371
Gy25B;Gy18B;46.44171667261, 16.810656899812;47.062438439262, 18.883476038175
Gy25B;Gy19B;46.44171667261, 16.810656899812;46.445983362048, 18.706391141658
Gy25B;Gy19J;46.44171667261, 16.810656899812;46.445546354166, 18.706516762083
Gy25B;Gy1B;46.44171667261, 16.810656899812;47.474802619374, 18.852435494437
Gy25B;Gy1J;46.44171667261, 16.810656899812;47.471964836026, 18.858080126141
Gy25B;Gy20B;46.44171667261, 16.810656899812;46.063865148399, 18.579774412582
Gy25B;Gy20J;46.44171667261, 16.810656899812;46.063700607621, 18.579535592077
Gy25B;Gy21B;46.44171667261, 16.810656899812;47.423027828361, 18.886551751725
Gy25B;Gy21J;46.44171667261, 16.810656899812;47.343748133722, 18.791711071512
Gy25B;Gy22B;46.44171667261, 16.810656899812;47.031256467729, 18.270258885827
Gy25B;Gy22J;46.44171667261, 16.810656899812;47.031397673561, 18.270531556193
Gy25B;Gy23B;46.44171667261, 16.810656899812;46.810132410668, 17.83695083105
Gy25B;Gy23J;46.44171667261, 16.810656899812;46.881273600414, 17.985593118956
Gy25B;Gy24B;46.44171667261, 16.810656899812;46.682081838166, 17.370049702348
Gy25B;Gy24J;46.44171667261, 16.810656899812;46.685347295949, 17.387656451782
Gy25B;Gy25B;46.44171667261, 16.810656899812;46.44171667261, 16.810656899812
Gy25B;Gy25J;46.44171667261, 16.810656899812;46.441965611122, 16.811198315858
Gy25B;Gy26B;46.44171667261, 16.810656899812;46.908495716101, 18.939777323335
Gy25B;Gy26J;46.44171667261, 16.810656899812;46.908565366842, 18.939424208168
Gy25B;Gy27J;46.44171667261, 16.810656899812;46.351813245779, 18.886396647804
Gy25B;Gy28B;46.44171667261, 16.810656899812;47.246161, 18.649078
Gy25B;Gy29B;46.44171667261, 16.810656899812;47.690797, 17.522883
Gy25B;Gy2B;46.44171667261, 16.810656899812;47.612770144674, 18.353556331481
Gy25B;Gy32B;46.44171667261, 16.810656899812;47.361165, 19.219698
Gy25B;Gy32J;46.44171667261, 16.810656899812;47.362003, 19.222118
Gy25B;Gy34J;46.44171667261, 16.810656899812;47.9105799674, 17.1336359154
Gy25B;Gy35J;46.44171667261, 16.810656899812;46.2154648690, 20.7062448209
Gy25B;Gy36B;46.44171667261, 16.810656899812;46.5109208466, 16.5523413490
Gy25B;Gy36J;46.44171667261, 16.810656899812;46.5110973558, 16.5519989224
Gy25B;Gy3B;46.44171667261, 16.810656899812;47.684437713539, 17.835527389107
Gy25B;Gy4B;46.44171667261, 16.810656899812;47.878391089477, 17.202565947927
Gy25B;Gy7J;46.44171667261, 16.810656899812;47.732635548066, 19.949321966416
Gy25B;Gy8J;46.44171667261, 16.810656899812;47.861450724727, 21.043855642447
Gy25B;Gy9J;46.44171667261, 16.810656899812;47.899315872821, 21.548572633098
Gy25J;F10;46.441965611122, 16.811198315858;46.437667890627, 16.747927021544
Gy25J;F11;46.441965611122, 16.811198315858;46.974156304231, 16.379539316509
Gy25J;F30;46.441965611122, 16.811198315858;46.803526155586, 18.928004380753
Gy25J;F32;46.441965611122, 16.811198315858;46.201513590529, 18.820681199919
Gy25J;F33;46.441965611122, 16.811198315858;45.971233620929, 18.673734618994
Gy25J;F34;46.441965611122, 16.811198315858;45.8784138959, 18.236275560019
Gy25J;F35;46.441965611122, 16.811198315858;46.058445164555, 17.448098903741
Gy25J;F36;46.441965611122, 16.811198315858;46.702458506694, 16.788524126318
Gy25J;F38;46.441965611122, 16.811198315858;46.811901582638, 16.565857119342
Gy25J;F39;46.441965611122, 16.811198315858;47.288863417887, 16.610039047667
Gy25J;F40;46.441965611122, 16.811198315858;47.245496499058, 16.534248410882
Gy25J;F45BJ;46.441965611122, 16.811198315858;47.11432337191, 17.848645761646
Gy25J;F46B;46.441965611122, 16.811198315858;47.653403571486, 17.416396700878
Gy25J;F47J;46.441965611122, 16.811198315858;47.297002459483, 16.831835285078
Gy25J;F56;46.441965611122, 16.811198315858;47.4059475850, 16.5285647459
Gy25J;F57;46.441965611122, 16.811198315858;47.2476159053, 16.4811625856
Gy25J;F9;46.441965611122, 16.811198315858;45.967191886124, 17.524083222114
Gy25J;Gy12B;46.441965611122, 16.811198315858;46.28526689547, 20.25356092992
Gy25J;Gy18B;46.441965611122, 16.811198315858;47.062438439262, 18.883476038175
Gy25J;Gy19B;46.441965611122, 16.811198315858;46.445983362048, 18.706391141658
Gy25J;Gy20B;46.441965611122, 16.811198315858;46.063865148399, 18.579774412582
Gy25J;Gy21B;46.441965611122, 16.811198315858;47.423027828361, 18.886551751725
Gy25J;Gy22B;46.441965611122, 16.811198315858;47.031256467729, 18.270258885827
Gy25J;Gy23B;46.441965611122, 16.811198315858;46.810132410668, 17.83695083105
Gy25J;Gy24B;46.441965611122, 16.811198315858;46.682081838166, 17.370049702348
Gy25J;Gy24J;46.441965611122, 16.811198315858;46.685347295949, 17.387656451782
Gy25J;Gy25B;46.441965611122, 16.811198315858;46.44171667261, 16.810656899812
Gy25J;Gy25J;46.441965611122, 16.811198315858;46.441965611122, 16.811198315858
Gy25J;Gy27J;46.441965611122, 16.811198315858;46.351813245779, 18.886396647804
Gy25J;Gy28B;46.441965611122, 16.811198315858;47.246161, 18.649078
Gy25J;Gy31J;46.441965611122, 16.811198315858;47.671580, 19.634506
Gy25J;Gy34B;46.441965611122, 16.811198315858;47.9170992883, 17.1225847247
Gy25J;Gy36B;46.441965611122, 16.811198315858;46.5109208466, 16.5523413490
Gy25J;Gy36J;46.441965611122, 16.811198315858;46.5110973558, 16.5519989224
Gy25J;Gy3J;46.441965611122, 16.811198315858;47.6844259551, 17.83587320896
Gy25J;Gy4B;46.441965611122, 16.811198315858;47.878391089477, 17.202565947927
Gy25J;Gy8J;46.441965611122, 16.811198315858;47.861450724727, 21.043855642447
Gy26B;F1;46.908495716101, 18.939777323335;47.736861467104, 18.369289524965
Gy26B;F10;46.908495716101, 18.939777323335;46.437667890627, 16.747927021544
Gy26B;F13;46.908495716101, 18.939777323335;47.683196594979, 18.097306861786
Gy26B;F14;46.908495716101, 18.939777323335;47.745363022052, 17.647400881226
Gy26B;F2;46.908495716101, 18.939777323335;47.725765423977, 18.046694497329
Gy26B;F3;46.908495716101, 18.939777323335;47.884396938888, 17.241676802774
Gy26B;F30;46.908495716101, 18.939777323335;46.803526155586, 18.928004380753
Gy26B;F31;46.908495716101, 18.939777323335;46.263345770897, 19.533663359931
Gy26B;F32;46.908495716101, 18.939777323335;46.201513590529, 18.820681199919
Gy26B;F34;46.908495716101, 18.939777323335;45.8784138959, 18.236275560019
Gy26B;F35;46.908495716101, 18.939777323335;46.058445164555, 17.448098903741
Gy26B;F36;46.908495716101, 18.939777323335;46.702458506694, 16.788524126318
Gy26B;F39;46.908495716101, 18.939777323335;47.288863417887, 16.610039047667
Gy26B;F4;46.908495716101, 18.939777323335;47.934507652422, 19.139606641347
Gy26B;F41;46.908495716101, 18.939777323335;47.910361887547, 17.251715607309
Gy26B;F43;46.908495716101, 18.939777323335;46.683815901125, 20.183667378285
Gy26B;F45BJ;46.908495716101, 18.939777323335;47.11432337191, 17.848645761646
Gy26B;F46B;46.908495716101, 18.939777323335;47.653403571486, 17.416396700878
Gy26B;F46J;46.908495716101, 18.939777323335;47.653506839605, 17.416740354468
Gy26B;F47B;46.908495716101, 18.939777323335;47.297160417543, 16.832093255331
Gy26B;F55;46.908495716101, 18.939777323335;47.3981145129, 19.3601850460
Gy26B;F58;46.908495716101, 18.939777323335;47.348734, 19.120951
Gy26B;F59;46.908495716101, 18.939777323335;47.142844, 18.531573
Gy26B;F6;46.908495716101, 18.939777323335;47.152434273387, 20.196192733715
Gy26B;F9;46.908495716101, 18.939777323335;45.967191886124, 17.524083222114
Gy26B;Gy12B;46.908495716101, 18.939777323335;46.28526689547, 20.25356092992
Gy26B;Gy13B;46.908495716101, 18.939777323335;47.310577659191, 19.2720015943
Gy26B;Gy13J;46.908495716101, 18.939777323335;47.310726596496, 19.271736511801
Gy26B;Gy14J;46.908495716101, 18.939777323335;47.018760105536, 19.59289269823
Gy26B;Gy15B;46.908495716101, 18.939777323335;46.866126652938, 19.645370179317
Gy26B;Gy15J;46.908495716101, 18.939777323335;46.866126652938, 19.645370179317
Gy26B;Gy17B;46.908495716101, 18.939777323335;47.354805101314, 18.903312087371
Gy26B;Gy17J;46.908495716101, 18.939777323335;47.354584280523, 18.903248756673
Gy26B;Gy18B;46.908495716101, 18.939777323335;47.062438439262, 18.883476038175
Gy26B;Gy18J;46.908495716101, 18.939777323335;47.062224216813, 18.883576090608
Gy26B;Gy19B;46.908495716101, 18.939777323335;46.445983362048, 18.706391141658
Gy26B;Gy19J;46.908495716101, 18.939777323335;46.445546354166, 18.706516762083
Gy26B;Gy1B;46.908495716101, 18.939777323335;47.474802619374, 18.852435494437
Gy26B;Gy1J;46.908495716101, 18.939777323335;47.471964836026, 18.858080126141
Gy26B;Gy20B;46.908495716101, 18.939777323335;46.063865148399, 18.579774412582
Gy26B;Gy20J;46.908495716101, 18.939777323335;46.063700607621, 18.579535592077
Gy26B;Gy21B;46.908495716101, 18.939777323335;47.423027828361, 18.886551751725
Gy26B;Gy21J;46.908495716101, 18.939777323335;47.343748133722, 18.791711071512
Gy26B;Gy22B;46.908495716101, 18.939777323335;47.031256467729, 18.270258885827
Gy26B;Gy22J;46.908495716101, 18.939777323335;47.031397673561, 18.270531556193
Gy26B;Gy23B;46.908495716101, 18.939777323335;46.810132410668, 17.83695083105
Gy26B;Gy23J;46.908495716101, 18.939777323335;46.881273600414, 17.985593118956
Gy26B;Gy24B;46.908495716101, 18.939777323335;46.682081838166, 17.370049702348
Gy26B;Gy24J;46.908495716101, 18.939777323335;46.685347295949, 17.387656451782
Gy26B;Gy25J;46.908495716101, 18.939777323335;46.441965611122, 16.811198315858
Gy26B;Gy26B;46.908495716101, 18.939777323335;46.908495716101, 18.939777323335
Gy26B;Gy26J;46.908495716101, 18.939777323335;46.908565366842, 18.939424208168
Gy26B;Gy27J;46.908495716101, 18.939777323335;46.351813245779, 18.886396647804
Gy26B;Gy28B;46.908495716101, 18.939777323335;47.246161, 18.649078
Gy26B;Gy28J;46.908495716101, 18.939777323335;47.246194, 18.648449
Gy26B;Gy29B;46.908495716101, 18.939777323335;47.690797, 17.522883
Gy26B;Gy2B;46.908495716101, 18.939777323335;47.612770144674, 18.353556331481
Gy26B;Gy2J;46.908495716101, 18.939777323335;47.683114431378, 18.003415637292
Gy26B;Gy31B;46.908495716101, 18.939777323335;47.671580, 19.634506
Gy26B;Gy32B;46.908495716101, 18.939777323335;47.361165, 19.219698
Gy26B;Gy32J;46.908495716101, 18.939777323335;47.362003, 19.222118
Gy26B;Gy34J;46.908495716101, 18.939777323335;47.9105799674, 17.1336359154
Gy26B;Gy35J;46.908495716101, 18.939777323335;46.2154648690, 20.7062448209
Gy26B;Gy36B;46.908495716101, 18.939777323335;46.5109208466, 16.5523413490
Gy26B;Gy36J;46.908495716101, 18.939777323335;46.5110973558, 16.5519989224
Gy26B;Gy37J;46.908495716101, 18.939777323335;47.643, 19.1646
Gy26B;Gy3B;46.908495716101, 18.939777323335;47.684437713539, 17.835527389107
Gy26B;Gy3J;46.908495716101, 18.939777323335;47.6844259551, 17.83587320896
Gy26B;Gy4B;46.908495716101, 18.939777323335;47.878391089477, 17.202565947927
Gy26B;Gy6J;46.908495716101, 18.939777323335;47.593511108609, 19.210992980928
Gy26B;Gy8B;46.908495716101, 18.939777323335;47.848589776483, 21.067835868077
Gy26B;Gy9B;46.908495716101, 18.939777323335;47.902948731815, 21.569037024339
Gy26B;Gy9J;46.908495716101, 18.939777323335;47.899315872821, 21.548572633098
Gy26J;F1;46.908565366842, 18.939424208168;47.736861467104, 18.369289524965
Gy26J;F13;46.908565366842, 18.939424208168;47.683196594979, 18.097306861786
Gy26J;F15;46.908565366842, 18.939424208168;48.031849194332, 19.807710583946
Gy26J;F17;46.908565366842, 18.939424208168;48.293129223365, 20.448498019056
Gy26J;F18;46.908565366842, 18.939424208168;47.60481625158, 20.779148307593
Gy26J;F19;46.908565366842, 18.939424208168;47.913879672699, 21.073258954162
Gy26J;F2;46.908565366842, 18.939424208168;47.725765423977, 18.046694497329
Gy26J;F22;46.908565366842, 18.939424208168;48.089160008212, 22.27659217874
Gy26J;F23;46.908565366842, 18.939424208168;47.144221988453, 21.675450249618
Gy26J;F25;46.908565366842, 18.939424208168;46.876397341333, 20.022332770319
Gy26J;F26;46.908565366842, 18.939424208168;46.655024556317,21.225962687052
Gy26J;F27B;46.908565366842, 18.939424208168;46.379079490009, 20.248264839326
Gy26J;F27J;46.908565366842, 18.939424208168;46.378973739396, 20.247963372239
Gy26J;F28;46.908565366842, 18.939424208168;47.526258855137, 21.919988317573
Gy26J;F29;46.908565366842, 18.939424208168;47.857086975049, 22.637265932974
Gy26J;F30;46.908565366842, 18.939424208168;46.803526155586, 18.928004380753
Gy26J;F31;46.908565366842, 18.939424208168;46.263345770897, 19.533663359931
Gy26J;F32;46.908565366842, 18.939424208168;46.201513590529, 18.820681199919
Gy26J;F33;46.908565366842, 18.939424208168;45.971233620929, 18.673734618994
Gy26J;F37;46.908565366842, 18.939424208168;47.635056880418, 16.652330516763
Gy26J;F4;46.908565366842, 18.939424208168;47.934507652422, 19.139606641347
Gy26J;F42;46.908565366842, 18.939424208168;46.195044659138, 20.448144697766
Gy26J;F43;46.908565366842, 18.939424208168;46.683815901125, 20.183667378285
Gy26J;F45BJ;46.908565366842, 18.939424208168;47.11432337191, 17.848645761646
Gy26J;F52;46.908565366842, 18.939424208168;46.7540706013, 21.4327698605
Gy26J;F53;46.908565366842, 18.939424208168;46.2648471088, 21.0934356268
Gy26J;F54;46.908565366842, 18.939424208168;47.3000376989, 21.5558389074
Gy26J;F55;46.908565366842, 18.939424208168;47.3981145129, 19.3601850460
Gy26J;F58;46.908565366842, 18.939424208168;47.348734, 19.120951
Gy26J;F59;46.908565366842, 18.939424208168;47.142844, 18.531573
Gy26J;F6;46.908565366842, 18.939424208168;47.152434273387, 20.196192733715
Gy26J;F7;46.908565366842, 18.939424208168;48.343852343168, 22.129595653448
Gy26J;F8;46.908565366842, 18.939424208168;46.231269471029, 20.081542735727
Gy26J;F9;46.908565366842, 18.939424208168;45.967191886124, 17.524083222114
Gy26J;Gy10B;46.908565366842, 18.939424208168;48.050402819184, 20.851648270691
Gy26J;Gy10J;46.908565366842, 18.939424208168;48.048597304585, 20.852645963515
Gy26J;Gy11B;46.908565366842, 18.939424208168;47.618814282026, 21.517286368554
Gy26J;Gy11J;46.908565366842, 18.939424208168;47.61860051674, 21.517389377156
Gy26J;Gy12B;46.908565366842, 18.939424208168;46.28526689547, 20.25356092992
Gy26J;Gy13B;46.908565366842, 18.939424208168;47.310577659191, 19.2720015943
Gy26J;Gy13J;46.908565366842, 18.939424208168;47.310726596496, 19.271736511801
Gy26J;Gy14B;46.908565366842, 18.939424208168;47.018953622415, 19.59270077956
Gy26J;Gy14J;46.908565366842, 18.939424208168;47.018760105536, 19.59289269823
Gy26J;Gy15B;46.908565366842, 18.939424208168;46.866126652938, 19.645370179317
Gy26J;Gy15J;46.908565366842, 18.939424208168;46.866126652938, 19.645370179317
Gy26J;Gy16B;46.908565366842, 18.939424208168;46.254056752729, 20.037780560567
Gy26J;Gy16J;46.908565366842, 18.939424208168;46.254289780273, 20.037809455218
Gy26J;Gy17B;46.908565366842, 18.939424208168;47.354805101314, 18.903312087371
Gy26J;Gy17J;46.908565366842, 18.939424208168;47.354584280523, 18.903248756673
Gy26J;Gy18B;46.908565366842, 18.939424208168;47.062438439262, 18.883476038175
Gy26J;Gy18J;46.908565366842, 18.939424208168;47.062224216813, 18.883576090608
Gy26J;Gy19B;46.908565366842, 18.939424208168;46.445983362048, 18.706391141658
Gy26J;Gy19J;46.908565366842, 18.939424208168;46.445546354166, 18.706516762083
Gy26J;Gy1B;46.908565366842, 18.939424208168;47.474802619374, 18.852435494437
Gy26J;Gy1J;46.908565366842, 18.939424208168;47.471964836026, 18.858080126141
Gy26J;Gy20J;46.908565366842, 18.939424208168;46.063700607621, 18.579535592077
Gy26J;Gy21B;46.908565366842, 18.939424208168;47.423027828361, 18.886551751725
Gy26J;Gy21J;46.908565366842, 18.939424208168;47.343748133722, 18.791711071512
Gy26J;Gy22J;46.908565366842, 18.939424208168;47.031397673561, 18.270531556193
Gy26J;Gy23B;46.908565366842, 18.939424208168;46.810132410668, 17.83695083105
Gy26J;Gy23J;46.908565366842, 18.939424208168;46.881273600414, 17.985593118956
Gy26J;Gy24B;46.908565366842, 18.939424208168;46.682081838166, 17.370049702348
Gy26J;Gy26B;46.908565366842, 18.939424208168;46.908495716101, 18.939777323335
Gy26J;Gy26J;46.908565366842, 18.939424208168;46.908565366842, 18.939424208168
Gy26J;Gy27J;46.908565366842, 18.939424208168;46.351813245779, 18.886396647804
Gy26J;Gy28B;46.908565366842, 18.939424208168;47.246161, 18.649078
Gy26J;Gy2B;46.908565366842, 18.939424208168;47.612770144674, 18.353556331481
Gy26J;Gy2J;46.908565366842, 18.939424208168;47.683114431378, 18.003415637292
Gy26J;Gy30B;46.908565366842, 18.939424208168;47.615748, 19.346989
Gy26J;Gy31B;46.908565366842, 18.939424208168;47.671580, 19.634506
Gy26J;Gy31J;46.908565366842, 18.939424208168;47.671580, 19.634506
Gy26J;Gy32B;46.908565366842, 18.939424208168;47.361165, 19.219698
Gy26J;Gy32J;46.908565366842, 18.939424208168;47.362003, 19.222118
Gy26J;Gy35J;46.908565366842, 18.939424208168;46.2154648690, 20.7062448209
Gy26J;Gy37J;46.908565366842, 18.939424208168;47.643, 19.1646
Gy26J;Gy6B;46.908565366842, 18.939424208168;47.602227193286, 19.283884218405
Gy26J;Gy6J;46.908565366842, 18.939424208168;47.593511108609, 19.210992980928
Gy26J;Gy7B;46.908565366842, 18.939424208168;47.731817779639, 19.96258985111
Gy26J;Gy7J;46.908565366842, 18.939424208168;47.732635548066, 19.949321966416
Gy26J;Gy8B;46.908565366842, 18.939424208168;47.848589776483, 21.067835868077
Gy26J;Gy8J;46.908565366842, 18.939424208168;47.861450724727, 21.043855642447
Gy26J;Gy9B;46.908565366842, 18.939424208168;47.902948731815, 21.569037024339
Gy27J;F10;46.351813245779, 18.886396647804;46.437667890627, 16.747927021544
Gy27J;F13;46.351813245779, 18.886396647804;47.683196594979, 18.097306861786
Gy27J;F14;46.351813245779, 18.886396647804;47.745363022052, 17.647400881226
Gy27J;F15;46.351813245779, 18.886396647804;48.031849194332, 19.807710583946
Gy27J;F18;46.351813245779, 18.886396647804;47.60481625158, 20.779148307593
Gy27J;F21;46.351813245779, 18.886396647804;48.066597247215, 21.53206912197
Gy27J;F22;46.351813245779, 18.886396647804;48.089160008212, 22.27659217874
Gy27J;F23;46.351813245779, 18.886396647804;47.144221988453, 21.675450249618
Gy27J;F25;46.351813245779, 18.886396647804;46.876397341333, 20.022332770319
Gy27J;F26;46.351813245779, 18.886396647804;46.655024556317,21.225962687052
Gy27J;F27B;46.351813245779, 18.886396647804;46.379079490009, 20.248264839326
Gy27J;F27J;46.351813245779, 18.886396647804;46.378973739396, 20.247963372239
Gy27J;F29;46.351813245779, 18.886396647804;47.857086975049, 22.637265932974
Gy27J;F3;46.351813245779, 18.886396647804;47.884396938888, 17.241676802774
Gy27J;F30;46.351813245779, 18.886396647804;46.803526155586, 18.928004380753
Gy27J;F31;46.351813245779, 18.886396647804;46.263345770897, 19.533663359931
Gy27J;F32;46.351813245779, 18.886396647804;46.201513590529, 18.820681199919
Gy27J;F33;46.351813245779, 18.886396647804;45.971233620929, 18.673734618994
Gy27J;F34;46.351813245779, 18.886396647804;45.8784138959, 18.236275560019
Gy27J;F35;46.351813245779, 18.886396647804;46.058445164555, 17.448098903741
Gy27J;F37;46.351813245779, 18.886396647804;47.635056880418, 16.652330516763
Gy27J;F39;46.351813245779, 18.886396647804;47.288863417887, 16.610039047667
Gy27J;F42;46.351813245779, 18.886396647804;46.195044659138, 20.448144697766
Gy27J;F43;46.351813245779, 18.886396647804;46.683815901125, 20.183667378285
Gy27J;F45BJ;46.351813245779, 18.886396647804;47.11432337191, 17.848645761646
Gy27J;F46B;46.351813245779, 18.886396647804;47.653403571486, 17.416396700878
Gy27J;F46J;46.351813245779, 18.886396647804;47.653506839605, 17.416740354468
Gy27J;F47J;46.351813245779, 18.886396647804;47.297002459483, 16.831835285078
Gy27J;F54;46.351813245779, 18.886396647804;47.3000376989, 21.5558389074
Gy27J;F55;46.351813245779, 18.886396647804;47.3981145129, 19.3601850460
Gy27J;F58;46.351813245779, 18.886396647804;47.348734, 19.120951
Gy27J;F59;46.351813245779, 18.886396647804;47.142844, 18.531573
Gy27J;F6;46.351813245779, 18.886396647804;47.152434273387, 20.196192733715
Gy27J;F7;46.351813245779, 18.886396647804;48.343852343168, 22.129595653448
Gy27J;F8;46.351813245779, 18.886396647804;46.231269471029, 20.081542735727
Gy27J;F9;46.351813245779, 18.886396647804;45.967191886124, 17.524083222114
Gy27J;Gy10B;46.351813245779, 18.886396647804;48.050402819184, 20.851648270691
Gy27J;Gy10J;46.351813245779, 18.886396647804;48.048597304585, 20.852645963515
Gy27J;Gy11B;46.351813245779, 18.886396647804;47.618814282026, 21.517286368554
Gy27J;Gy11J;46.351813245779, 18.886396647804;47.61860051674, 21.517389377156
Gy27J;Gy12B;46.351813245779, 18.886396647804;46.28526689547, 20.25356092992
Gy27J;Gy13B;46.351813245779, 18.886396647804;47.310577659191, 19.2720015943
Gy27J;Gy13J;46.351813245779, 18.886396647804;47.310726596496, 19.271736511801
Gy27J;Gy14B;46.351813245779, 18.886396647804;47.018953622415, 19.59270077956
Gy27J;Gy14J;46.351813245779, 18.886396647804;47.018760105536, 19.59289269823
Gy27J;Gy15B;46.351813245779, 18.886396647804;46.866126652938, 19.645370179317
Gy27J;Gy15J;46.351813245779, 18.886396647804;46.866126652938, 19.645370179317
Gy27J;Gy16B;46.351813245779, 18.886396647804;46.254056752729, 20.037780560567
Gy27J;Gy16J;46.351813245779, 18.886396647804;46.254289780273, 20.037809455218
Gy27J;Gy17B;46.351813245779, 18.886396647804;47.354805101314, 18.903312087371
Gy27J;Gy18B;46.351813245779, 18.886396647804;47.062438439262, 18.883476038175
Gy27J;Gy19B;46.351813245779, 18.886396647804;46.445983362048, 18.706391141658
Gy27J;Gy19J;46.351813245779, 18.886396647804;46.445546354166, 18.706516762083
Gy27J;Gy1J;46.351813245779, 18.886396647804;47.471964836026, 18.858080126141
Gy27J;Gy20B;46.351813245779, 18.886396647804;46.063865148399, 18.579774412582
Gy27J;Gy20J;46.351813245779, 18.886396647804;46.063700607621, 18.579535592077
Gy27J;Gy21B;46.351813245779, 18.886396647804;47.423027828361, 18.886551751725
Gy27J;Gy21J;46.351813245779, 18.886396647804;47.343748133722, 18.791711071512
Gy27J;Gy22B;46.351813245779, 18.886396647804;47.031256467729, 18.270258885827
Gy27J;Gy22J;46.351813245779, 18.886396647804;47.031397673561, 18.270531556193
Gy27J;Gy23B;46.351813245779, 18.886396647804;46.810132410668, 17.83695083105
Gy27J;Gy23J;46.351813245779, 18.886396647804;46.881273600414, 17.985593118956
Gy27J;Gy24B;46.351813245779, 18.886396647804;46.682081838166, 17.370049702348
Gy27J;Gy24J;46.351813245779, 18.886396647804;46.685347295949, 17.387656451782
Gy27J;Gy25B;46.351813245779, 18.886396647804;46.44171667261, 16.810656899812
Gy27J;Gy25J;46.351813245779, 18.886396647804;46.441965611122, 16.811198315858
Gy27J;Gy26B;46.351813245779, 18.886396647804;46.908495716101, 18.939777323335
Gy27J;Gy26J;46.351813245779, 18.886396647804;46.908565366842, 18.939424208168
Gy27J;Gy27J;46.351813245779, 18.886396647804;46.351813245779, 18.886396647804
Gy27J;Gy28B;46.351813245779, 18.886396647804;47.246161, 18.649078
Gy27J;Gy29B;46.351813245779, 18.886396647804;47.690797, 17.522883
Gy27J;Gy2B;46.351813245779, 18.886396647804;47.612770144674, 18.353556331481
Gy27J;Gy2J;46.351813245779, 18.886396647804;47.683114431378, 18.003415637292
Gy27J;Gy30B;46.351813245779, 18.886396647804;47.615748, 19.346989
Gy27J;Gy31J;46.351813245779, 18.886396647804;47.671580, 19.634506
Gy27J;Gy32B;46.351813245779, 18.886396647804;47.361165, 19.219698
Gy27J;Gy32J;46.351813245779, 18.886396647804;47.362003, 19.222118
Gy27J;Gy34J;46.351813245779, 18.886396647804;47.9105799674, 17.1336359154
Gy27J;Gy36B;46.351813245779, 18.886396647804;46.5109208466, 16.5523413490
Gy27J;Gy36J;46.351813245779, 18.886396647804;46.5110973558, 16.5519989224
Gy27J;Gy3J;46.351813245779, 18.886396647804;47.6844259551, 17.83587320896
Gy27J;Gy4B;46.351813245779, 18.886396647804;47.878391089477, 17.202565947927
Gy27J;Gy6J;46.351813245779, 18.886396647804;47.593511108609, 19.210992980928
Gy27J;Gy7B;46.351813245779, 18.886396647804;47.731817779639, 19.96258985111
Gy27J;Gy9B;46.351813245779, 18.886396647804;47.902948731815, 21.569037024339
Gy28B;F1;47.246161, 18.649078;47.736861467104, 18.369289524965
Gy28B;F13;47.246161, 18.649078;47.683196594979, 18.097306861786
Gy28B;F15;47.246161, 18.649078;48.031849194332, 19.807710583946
Gy28B;F16;47.246161, 18.649078;48.25793719325, 20.350423487823
Gy28B;F2;47.246161, 18.649078;47.725765423977, 18.046694497329
Gy28B;F23;47.246161, 18.649078;47.144221988453, 21.675450249618
Gy28B;F25;47.246161, 18.649078;46.876397341333, 20.022332770319
Gy28B;F30;47.246161, 18.649078;46.803526155586, 18.928004380753
Gy28B;F4;47.246161, 18.649078;47.934507652422, 19.139606641347
Gy28B;F45BJ;47.246161, 18.649078;47.11432337191, 17.848645761646
Gy28B;F46J;47.246161, 18.649078;47.653506839605, 17.416740354468
Gy28B;F47B;47.246161, 18.649078;47.297160417543, 16.832093255331
Gy28B;F49;47.246161, 18.649078;48.1426427598, 19.8152150078
Gy28B;F54;47.246161, 18.649078;47.3000376989, 21.5558389074
Gy28B;F55;47.246161, 18.649078;47.3981145129, 19.3601850460
Gy28B;F58;47.246161, 18.649078;47.348734, 19.120951
Gy28B;F59;47.246161, 18.649078;47.142844, 18.531573
Gy28B;F6;47.246161, 18.649078;47.152434273387, 20.196192733715
Gy28B;F7;47.246161, 18.649078;48.343852343168, 22.129595653448
Gy28B;Gy10B;47.246161, 18.649078;48.050402819184, 20.851648270691
Gy28B;Gy10J;47.246161, 18.649078;48.048597304585, 20.852645963515
Gy28B;Gy11B;47.246161, 18.649078;47.618814282026, 21.517286368554
Gy28B;Gy12B;47.246161, 18.649078;46.28526689547, 20.25356092992
Gy28B;Gy13B;47.246161, 18.649078;47.310577659191, 19.2720015943
Gy28B;Gy13J;47.246161, 18.649078;47.310726596496, 19.271736511801
Gy28B;Gy14B;47.246161, 18.649078;47.018953622415, 19.59270077956
